order_id,order_date,product_id,qty_ordered,payment_method,cust_id,branch_id,team_id
100354727,1/10/2020,P00039,2,boost,55731,B00050,T00050
100354728,1/10/2020,P00006,2,shopee pay,57434,B00026,T00026
100354728,1/10/2020,P00027,2,credit card,57434,B00026,T00026
100354728,1/10/2020,P00007,2,cash,57434,B00026,T00026
100354729,1/10/2020,P00045,3,MAE,60140,B00033,T00076
100354730,1/10/2020,P00042,2,Big Pay,49586,B00007,T00007
100354731,1/10/2020,P00036,2,MAE,60141,B00012,T00012
100354732,1/10/2020,P00046,2,touch n go,49586,B00003,T00003
100354733,1/10/2020,P00030,4,MAE,60142,B00044,T00073
100354734,1/10/2020,P00032,2,Big Pay,60144,B00002,T00002
100354735,1/10/2020,P00031,3,shopee pay,60143,B00012,T00012
100354736,1/10/2020,P00011,2,shopee pay,60145,B00011,T00011
100354737,1/10/2020,P00025,2,MAE,46030,B00005,T00005
100354738,1/10/2020,P00035,2,Big Pay,60146,B00032,T00059
100354739,1/10/2020,P00026,4,credit card,60147,B00038,T00038
100354740,1/10/2020,P00037,2,shopee pay,60115,B00012,T00012
100354740,1/10/2020,P00001,2,Big Pay,60115,B00012,T00012
100354740,1/10/2020,P00048,2,boost,60115,B00012,T00012
100354741,1/10/2020,P00012,2,credit card,44445,B00005,T00005
100354742,1/10/2020,P00032,2,touch n go,60148,B00037,T00037
100354743,1/10/2020,P00009,5,touch n go,8592,B00033,T00033
100354743,1/10/2020,P00017,5,boost,8592,B00033,T00033
100354743,1/10/2020,P00036,5,boost,8592,B00033,T00033
100354743,1/10/2020,P00050,5,shopee pay,8592,B00033,T00033
100354743,1/10/2020,P00033,5,credit card,8592,B00033,T00033
100354744,1/10/2020,P00035,11,shopee pay,60149,B00012,T00012
100354745,1/10/2020,P00028,8,MAE,60149,B00049,T00049
100354746,1/10/2020,P00025,2,grab pay,14603,B00027,T00027
100354747,1/10/2020,P00012,3,touch n go,485,B00008,T00078
100354747,1/10/2020,P00020,3,grab pay,485,B00008,T00078
100354747,1/10/2020,P00017,3,debit card,485,B00008,T00078
100354747,1/10/2020,P00048,3,Big Pay,485,B00008,T00078
100354747,1/10/2020,P00015,3,cash,485,B00008,T00078
100354747,1/10/2020,P00021,3,grab pay,485,B00008,T00078
100354748,1/10/2020,P00032,2,boost,32397,B00037,T00037
100354749,1/10/2020,P00045,2,credit card,60146,B00018,T00018
100354750,1/10/2020,P00039,2,credit card,35698,B00034,T00034
100354750,1/10/2020,P00050,2,Big Pay,35698,B00034,T00034
100354751,1/10/2020,P00008,2,cash,60151,B00039,T00039
100354752,1/10/2020,P00001,2,shopee pay,60150,B00005,T00005
100354752,1/10/2020,P00015,2,debit card,60150,B00005,T00005
100354753,1/10/2020,P00031,2,boost,43257,B00021,T00021
100354753,1/10/2020,P00034,2,grab pay,43257,B00021,T00021
100354753,1/10/2020,P00020,2,boost,43257,B00021,T00021
100354753,1/10/2020,P00005,2,credit card,43257,B00021,T00021
100354754,1/10/2020,P00037,2,MAE,57688,B00027,T00027
100354754,1/10/2020,P00028,2,touch n go,57688,B00027,T00027
100354754,1/10/2020,P00022,2,debit card,57688,B00027,T00027
100354755,1/10/2020,P00014,2,Big Pay,60153,B00044,T00044
100354756,1/10/2020,P00042,2,credit card,60152,B00033,T00076
100354757,1/10/2020,P00037,2,Big Pay,58132,B00043,T00043
100354758,1/10/2020,P00002,2,boost,60154,B00002,T00002
100354759,1/10/2020,P00008,2,shopee pay,60155,B00042,T00042
100354760,1/10/2020,P00048,2,MAE,60157,B00010,T00074
100354761,1/10/2020,P00014,2,shopee pay,29032,B00009,T00009
100354762,1/10/2020,P00017,3,shopee pay,60156,B00050,T00050
100354763,1/10/2020,P00027,3,Big Pay,50173,B00015,T00015
100354764,1/10/2020,P00012,1,touch n go,55589,B00041,T00055
100354765,1/10/2020,P00037,2,debit card,2579,B00048,T00048
100354766,1/10/2020,P00025,2,credit card,48102,B00015,T00015
100354767,1/10/2020,P00012,2,Big Pay,60158,B00016,T00016
100354768,1/10/2020,P00031,3,boost,60159,B00046,T00046
100354768,1/10/2020,P00021,2,boost,60159,B00046,T00046
100354768,1/10/2020,P00048,3,touch n go,60159,B00046,T00046
100354768,1/10/2020,P00032,2,cash,60159,B00046,T00046
100354768,1/10/2020,P00025,2,debit card,60159,B00046,T00046
100354768,1/10/2020,P00011,2,credit card,60159,B00046,T00046
100354768,1/10/2020,P00033,2,grab pay,60159,B00046,T00046
100354768,1/10/2020,P00044,2,touch n go,60159,B00046,T00046
100354768,1/10/2020,P00019,2,touch n go,60159,B00046,T00046
100354768,1/10/2020,P00022,2,cash,60159,B00046,T00046
100354768,1/10/2020,P00009,2,MAE,60159,B00046,T00046
100354768,1/10/2020,P00003,3,boost,60159,B00046,T00046
100354769,1/10/2020,P00016,4,credit card,52373,B00048,T00061
100354769,1/10/2020,P00020,3,shopee pay,52373,B00048,T00061
100354769,1/10/2020,P00013,2,Big Pay,52373,B00048,T00061
100354770,1/10/2020,P00021,2,grab pay,60160,B00014,T00079
100354771,1/10/2020,P00042,2,touch n go,60160,B00018,T00018
100354772,1/10/2020,P00010,2,credit card,59587,B00050,T00050
100354773,1/10/2020,P00001,2,shopee pay,59103,B00047,T00047
100354774,1/10/2020,P00003,2,MAE,16835,B00010,T00074
100354775,1/10/2020,P00027,2,touch n go,41410,B00019,T00019
100354776,1/10/2020,P00027,2,cash,56216,B00013,T00013
100354777,1/10/2020,P00024,2,credit card,60161,B00004,T00004
100354778,1/10/2020,P00044,2,shopee pay,60162,B00045,T00045
100354778,1/10/2020,P00005,2,shopee pay,60162,B00045,T00045
100354779,1/10/2020,P00048,2,boost,9887,B00029,T00029
100354780,1/10/2020,P00047,4,grab pay,60163,B00002,T00002
100354781,1/10/2020,P00044,2,Big Pay,60161,B00006,T00072
100354782,1/10/2020,P00007,2,grab pay,60164,B00022,T00067
100354783,1/10/2020,P00047,2,credit card,60165,B00050,T00050
100354784,1/10/2020,P00008,3,boost,58862,B00007,T00007
100354784,1/10/2020,P00006,2,shopee pay,58862,B00007,T00007
100354784,1/10/2020,P00027,2,MAE,58862,B00007,T00007
100354785,1/10/2020,P00010,2,cash,60165,B00001,T00054
100354786,1/10/2020,P00024,2,touch n go,60166,B00049,T00049
100354787,1/10/2020,P00011,2,Big Pay,60167,B00017,T00017
100354788,1/10/2020,P00039,2,grab pay,44475,B00010,T00074
100354789,1/10/2020,P00036,2,grab pay,60168,B00043,T00080
100354790,1/10/2020,P00048,2,credit card,38614,B00003,T00003
100354790,1/10/2020,P00044,2,MAE,38614,B00003,T00003
100354791,1/10/2020,P00032,2,shopee pay,43428,B00007,T00007
100354792,1/10/2020,P00025,3,boost,53954,B00010,T00010
100354793,1/10/2020,P00023,3,grab pay,14025,B00037,T00037
100354794,1/10/2020,P00048,3,grab pay,1562,B00003,T00003
100354796,1/10/2020,P00015,2,Big Pay,23398,B00044,T00073
100354797,1/10/2020,P00015,2,grab pay,10731,B00012,T00012
100354797,1/10/2020,P00038,2,credit card,10731,B00012,T00012
100354797,1/10/2020,P00028,2,credit card,10731,B00012,T00012
100354797,1/10/2020,P00046,2,grab pay,10731,B00012,T00012
100354797,1/10/2020,P00035,2,touch n go,10731,B00012,T00012
100354798,1/10/2020,P00049,3,credit card,60169,B00023,T00023
100354798,1/10/2020,P00040,3,shopee pay,60169,B00023,T00023
100354799,1/10/2020,P00012,2,cash,60170,B00033,T00076
100354799,1/10/2020,P00046,2,Big Pay,60170,B00033,T00076
100354800,1/10/2020,P00025,2,shopee pay,60171,B00022,T00070
100354801,1/10/2020,P00010,5,grab pay,60173,B00049,T00049
100354802,1/10/2020,P00006,2,MAE,60174,B00022,T00070
100354803,1/10/2020,P00025,2,MAE,60172,B00009,T00009
100354804,1/10/2020,P00027,2,boost,60175,B00009,T00009
100354804,1/10/2020,P00041,2,MAE,60175,B00009,T00009
100354805,1/10/2020,P00030,3,shopee pay,60176,B00044,T00073
100354805,1/10/2020,P00017,2,touch n go,60176,B00044,T00073
100354805,1/10/2020,P00022,2,debit card,60176,B00044,T00073
100354805,1/10/2020,P00041,2,cash,60176,B00044,T00073
100354806,1/10/2020,P00034,2,shopee pay,52965,B00044,T00073
100354807,1/10/2020,P00016,11,Big Pay,60177,B00024,T00024
100354807,1/10/2020,P00048,11,cash,60177,B00024,T00024
100354807,1/10/2020,P00001,11,Big Pay,60177,B00024,T00024
100354807,1/10/2020,P00044,11,debit card,60177,B00024,T00024
100354807,1/10/2020,P00041,11,cash,60177,B00024,T00024
100354807,1/10/2020,P00018,21,touch n go,60177,B00024,T00024
100354808,1/10/2020,P00042,11,credit card,59471,B00029,T00075
100354809,1/10/2020,P00043,2,credit card,59284,B00024,T00024
100354810,1/10/2020,P00029,2,boost,60178,B00031,T00064
100354811,1/10/2020,P00006,2,debit card,58082,B00040,T00052
100354812,1/10/2020,P00039,2,shopee pay,60179,B00042,T00042
100354813,1/10/2020,P00027,3,MAE,42561,B00038,T00038
100354813,1/10/2020,P00024,3,shopee pay,42561,B00038,T00038
100354813,1/10/2020,P00005,3,debit card,42561,B00038,T00038
100354814,1/10/2020,P00010,2,Big Pay,50293,B00033,T00033
100354815,1/10/2020,P00044,2,grab pay,50293,B00032,T00059
100354816,1/10/2020,P00015,2,MAE,21947,B00001,T00054
100354817,1/10/2020,P00007,2,touch n go,60180,B00046,T00046
100354818,1/10/2020,P00043,2,boost,60181,B00044,T00073
100354819,1/10/2020,P00015,2,Big Pay,60181,B00002,T00002
100354820,1/10/2020,P00024,2,shopee pay,60181,B00032,T00059
100354821,1/10/2020,P00039,2,MAE,16163,B00048,T00048
100354821,1/10/2020,P00022,2,shopee pay,16163,B00048,T00048
100354822,1/10/2020,P00027,2,touch n go,5743,B00039,T00039
100354823,1/10/2020,P00048,2,touch n go,60182,B00018,T00018
100354824,1/10/2020,P00043,2,Big Pay,60111,B00023,T00023
100354824,1/10/2020,P00017,2,cash,60111,B00023,T00023
100354825,1/10/2020,P00048,2,Big Pay,53044,B00047,T00047
100354826,1/10/2020,P00041,2,MAE,1616,B00012,T00012
100354827,1/10/2020,P00035,2,credit card,53044,B00020,T00065
100354828,1/10/2020,P00048,2,credit card,800,B00037,T00037
100354829,1/10/2020,P00004,2,cash,15442,B00030,T00030
100354829,1/10/2020,P00025,2,grab pay,15442,B00030,T00030
100354830,1/10/2020,P00010,5,grab pay,56899,B00030,T00030
100354831,1/10/2020,P00010,2,debit card,31025,B00030,T00071
100354831,1/10/2020,P00021,2,boost,31025,B00030,T00071
100354832,1/10/2020,P00039,2,touch n go,60183,B00037,T00037
100354833,1/10/2020,P00007,2,MAE,60184,B00015,T00015
100354834,1/10/2020,P00007,2,touch n go,53044,B00009,T00009
100354835,1/10/2020,P00006,2,Big Pay,31155,B00021,T00021
100354835,1/10/2020,P00004,2,grab pay,31155,B00021,T00021
100354835,1/10/2020,P00046,2,grab pay,31155,B00021,T00021
100354835,1/10/2020,P00028,3,grab pay,31155,B00021,T00021
100354835,1/10/2020,P00042,2,MAE,31155,B00021,T00021
100354835,1/10/2020,P00026,2,credit card,31155,B00021,T00021
100354836,1/10/2020,P00034,2,boost,31025,B00003,T00003
100354836,1/10/2020,P00039,2,MAE,31025,B00003,T00003
100354837,1/10/2020,P00044,2,debit card,59810,B00050,T00050
100354838,1/10/2020,P00042,2,Big Pay,13798,B00046,T00046
100354839,1/10/2020,P00017,2,touch n go,60185,B00042,T00042
100354839,1/10/2020,P00030,2,cash,60185,B00042,T00042
100354839,1/10/2020,P00009,2,debit card,60185,B00042,T00042
100354839,1/10/2020,P00011,2,touch n go,60185,B00042,T00042
100354839,1/10/2020,P00035,2,credit card,60185,B00042,T00042
100354839,1/10/2020,P00031,2,touch n go,60185,B00042,T00042
100354839,1/10/2020,P00007,2,grab pay,60185,B00042,T00042
100354840,1/10/2020,P00032,2,boost,60186,B00010,T00074
100354841,1/10/2020,P00001,2,touch n go,60188,B00023,T00023
100354841,1/10/2020,P00007,2,cash,60188,B00023,T00023
100354842,1/10/2020,P00025,2,boost,53044,B00009,T00009
100354843,1/10/2020,P00036,2,touch n go,24069,B00021,T00021
100354843,1/10/2020,P00018,2,shopee pay,24069,B00021,T00021
100354844,1/10/2020,P00013,3,MAE,55731,B00033,T00033
100354844,1/10/2020,P00030,3,touch n go,55731,B00033,T00033
100354845,1/10/2020,P00014,2,touch n go,60187,B00006,T00051
100354845,1/10/2020,P00009,2,touch n go,60187,B00006,T00051
100354845,1/10/2020,P00048,2,credit card,60187,B00006,T00051
100354845,1/10/2020,P00031,2,shopee pay,60187,B00006,T00051
100354846,1/10/2020,P00039,3,touch n go,2858,B00003,T00003
100354846,1/10/2020,P00022,2,debit card,2858,B00003,T00003
100354846,1/10/2020,P00005,2,grab pay,2858,B00003,T00003
100354847,1/10/2020,P00005,2,touch n go,32651,B00024,T00024
100354848,1/10/2020,P00039,4,grab pay,34707,B00024,T00024
100354849,1/10/2020,P00036,2,credit card,60126,B00038,T00038
100354850,1/10/2020,P00050,2,cash,5926,B00001,T00001
100354850,1/10/2020,P00015,3,shopee pay,5926,B00001,T00001
100354851,1/10/2020,P00003,2,Big Pay,48310,B00003,T00003
100354852,1/10/2020,P00043,2,shopee pay,60189,B00033,T00076
100354852,1/10/2020,P00036,2,debit card,60189,B00033,T00076
100354852,1/10/2020,P00039,2,boost,60189,B00033,T00076
100354853,1/10/2020,P00010,2,MAE,12806,B00013,T00013
100354853,1/10/2020,P00020,2,credit card,12806,B00013,T00013
100354853,1/10/2020,P00017,2,boost,12806,B00013,T00013
100354854,1/10/2020,P00005,2,grab pay,52131,B00017,T00017
100354855,1/10/2020,P00019,2,MAE,60194,B00035,T00035
100354856,1/10/2020,P00041,2,MAE,60190,B00010,T00074
100354857,1/10/2020,P00002,4,boost,60191,B00002,T00002
100354858,1/10/2020,P00047,11,Big Pay,60192,B00038,T00038
100354858,1/10/2020,P00039,11,cash,60192,B00038,T00038
100354858,1/10/2020,P00046,11,boost,60192,B00038,T00038
100354858,1/10/2020,P00040,11,touch n go,60192,B00038,T00038
100354858,1/10/2020,P00016,11,debit card,60192,B00038,T00038
100354859,1/10/2020,P00003,2,grab pay,4923,B00016,T00016
100354859,1/10/2020,P00038,2,touch n go,4923,B00016,T00016
100354859,1/10/2020,P00031,2,debit card,4923,B00016,T00016
100354860,1/10/2020,P00047,2,MAE,60193,B00026,T00026
100354861,1/10/2020,P00027,2,credit card,60195,B00041,T00055
100354862,1/10/2020,P00009,2,Big Pay,60196,B00017,T00017
100354863,1/10/2020,P00021,2,Big Pay,60197,B00009,T00009
100354864,1/10/2020,P00018,2,boost,57572,B00046,T00046
100354865,1/10/2020,P00016,5,cash,57691,B00031,T00031
100354866,1/10/2020,P00027,3,grab pay,15949,B00002,T00002
100354866,1/10/2020,P00044,3,MAE,15949,B00002,T00002
100354867,1/10/2020,P00032,2,MAE,2858,B00023,T00023
100354868,1/10/2020,P00020,2,credit card,37539,B00018,T00018
100354869,1/10/2020,P00042,2,Big Pay,58985,B00011,T00011
100354869,1/10/2020,P00034,2,credit card,58985,B00011,T00011
100354870,1/10/2020,P00026,2,touch n go,3100,B00030,T00071
100354870,1/10/2020,P00044,3,Big Pay,3100,B00030,T00071
100354871,1/10/2020,P00047,2,cash,35749,B00004,T00004
100354871,1/10/2020,P00046,2,shopee pay,35749,B00004,T00004
100354871,1/10/2020,P00044,4,MAE,35749,B00004,T00004
100354872,1/10/2020,P00013,1,cash,459,B00023,T00023
100354873,1/10/2020,P00019,2,cash,60198,B00046,T00046
100354874,1/10/2020,P00046,2,MAE,60199,B00020,T00020
100354874,1/10/2020,P00050,2,shopee pay,60199,B00020,T00020
100354875,1/10/2020,P00039,2,MAE,57865,B00027,T00027
100354876,1/10/2020,P00008,3,cash,41066,B00036,T00036
100354877,1/10/2020,P00048,2,touch n go,49042,B00021,T00021
100354878,1/10/2020,P00029,2,debit card,33118,B00018,T00018
100354879,1/10/2020,P00039,2,shopee pay,60200,B00034,T00034
100354880,1/10/2020,P00034,2,touch n go,59282,B00046,T00046
100354880,1/10/2020,P00037,2,touch n go,59282,B00046,T00046
100354881,1/10/2020,P00044,3,credit card,60198,B00031,T00031
100354881,1/10/2020,P00040,3,grab pay,60198,B00031,T00031
100354882,1/10/2020,P00007,3,Big Pay,59978,B00007,T00053
100354883,1/10/2020,P00042,2,cash,55314,B00043,T00062
100354884,1/10/2020,P00042,11,cash,60201,B00007,T00053
100354884,1/10/2020,P00034,11,boost,60201,B00007,T00053
100354885,1/10/2020,P00002,2,touch n go,56267,B00003,T00003
100354886,1/10/2020,P00014,2,shopee pay,16,B00001,T00054
100354886,1/10/2020,P00020,2,credit card,16,B00001,T00054
100354886,1/10/2020,P00030,1,Big Pay,16,B00001,T00054
100354887,1/10/2020,P00004,3,debit card,25891,B00041,T00055
100354888,1/10/2020,P00022,3,MAE,59743,B00050,T00050
100354889,1/10/2020,P00023,2,Big Pay,60202,B00013,T00013
100354890,1/10/2020,P00013,3,Big Pay,59743,B00040,T00040
100354891,1/10/2020,P00036,2,debit card,60203,B00029,T00075
100354892,1/10/2020,P00019,2,credit card,60204,B00042,T00042
100354893,1/10/2020,P00018,2,grab pay,55183,B00016,T00016
100354893,1/10/2020,P00045,2,Big Pay,55183,B00016,T00016
100354894,1/10/2020,P00038,2,grab pay,60205,B00047,T00047
100354894,1/10/2020,P00039,2,boost,60205,B00047,T00047
100354894,1/10/2020,P00015,2,touch n go,60205,B00047,T00047
100354895,1/10/2020,P00032,2,credit card,48764,B00001,T00001
100354896,1/10/2020,P00014,2,MAE,58954,B00036,T00036
100354896,1/10/2020,P00021,2,debit card,58954,B00036,T00036
100354896,1/10/2020,P00046,1,shopee pay,58954,B00036,T00036
100354897,1/10/2020,P00045,2,grab pay,57924,B00015,T00015
100354898,1/10/2020,P00019,3,credit card,59140,B00026,T00026
100354899,1/10/2020,P00023,2,Big Pay,54663,B00013,T00013
100354899,1/10/2020,P00032,2,MAE,54663,B00013,T00013
100354900,1/10/2020,P00021,2,boost,60206,B00024,T00024
100354901,1/10/2020,P00036,2,touch n go,58849,B00042,T00042
100354901,1/10/2020,P00041,1,credit card,58849,B00042,T00042
100354902,1/10/2020,P00047,1,boost,9406,B00002,T00002
100354903,1/10/2020,P00024,3,grab pay,60207,B00035,T00035
100354904,1/10/2020,P00044,2,cash,60208,B00014,T00079
100354904,1/10/2020,P00012,2,cash,60208,B00014,T00079
100354904,1/10/2020,P00022,3,Big Pay,60208,B00014,T00079
100354904,1/10/2020,P00032,2,credit card,60208,B00014,T00079
100354904,1/10/2020,P00002,2,credit card,60208,B00014,T00079
100354904,1/10/2020,P00037,2,cash,60208,B00014,T00079
100354905,1/10/2020,P00032,2,MAE,52170,B00047,T00047
100354906,1/10/2020,P00024,2,touch n go,52170,B00033,T00076
100354907,1/10/2020,P00001,2,touch n go,60209,B00047,T00047
100354908,1/10/2020,P00019,1,cash,59500,B00008,T00078
100354909,1/10/2020,P00038,2,credit card,56341,B00042,T00042
100354909,1/10/2020,P00019,2,boost,56341,B00042,T00042
100354909,1/10/2020,P00048,2,touch n go,56341,B00042,T00042
100354909,1/10/2020,P00002,3,touch n go,56341,B00042,T00042
100354909,1/10/2020,P00043,2,credit card,56341,B00042,T00042
100354909,1/10/2020,P00029,2,credit card,56341,B00042,T00042
100354909,1/10/2020,P00050,2,cash,56341,B00042,T00042
100354909,1/10/2020,P00013,3,grab pay,56341,B00042,T00042
100354910,1/10/2020,P00018,2,credit card,17733,B00014,T00060
100354911,1/10/2020,P00009,2,credit card,60210,B00029,T00029
100354912,1/10/2020,P00007,3,boost,9831,B00049,T00049
100354913,1/10/2020,P00030,2,MAE,60211,B00030,T00071
100354913,1/10/2020,P00039,2,cash,60211,B00030,T00071
100354914,1/10/2020,P00044,3,debit card,32024,B00001,T00054
100354914,1/10/2020,P00038,3,touch n go,32024,B00001,T00054
100354915,1/10/2020,P00030,4,boost,60210,B00016,T00016
100354915,1/10/2020,P00005,2,touch n go,60210,B00016,T00016
100354915,1/10/2020,P00028,2,Big Pay,60210,B00016,T00016
100354916,1/10/2020,P00004,2,shopee pay,5231,B00016,T00016
100354917,1/10/2020,P00034,2,MAE,58902,B00047,T00047
100354918,1/10/2020,P00018,2,credit card,60210,B00025,T00069
100354919,1/10/2020,P00045,4,MAE,60210,B00033,T00076
100354919,1/10/2020,P00036,2,MAE,60210,B00033,T00076
100354919,1/10/2020,P00049,2,cash,60210,B00033,T00076
100354920,1/10/2020,P00047,4,debit card,60210,B00043,T00063
100354920,1/10/2020,P00035,2,credit card,60210,B00043,T00063
100354920,1/10/2020,P00041,2,boost,60210,B00043,T00063
100354921,1/10/2020,P00013,4,grab pay,60210,B00032,T00059
100354921,1/10/2020,P00004,2,shopee pay,60210,B00032,T00059
100354921,1/10/2020,P00022,2,grab pay,60210,B00032,T00059
100354922,1/10/2020,P00035,2,grab pay,16488,B00022,T00070
100354923,1/10/2020,P00005,4,credit card,60210,B00013,T00013
100354923,1/10/2020,P00003,2,grab pay,60210,B00013,T00013
100354923,1/10/2020,P00046,2,grab pay,60210,B00013,T00013
100354924,1/10/2020,P00020,11,Big Pay,51242,B00009,T00009
100354924,1/10/2020,P00046,3,touch n go,51242,B00009,T00009
100354925,1/10/2020,P00044,4,Big Pay,60210,B00025,T00025
100354925,1/10/2020,P00027,2,debit card,60210,B00025,T00025
100354925,1/10/2020,P00007,2,Big Pay,60210,B00025,T00025
100354926,1/10/2020,P00021,4,MAE,60210,B00047,T00047
100354926,1/10/2020,P00038,2,cash,60210,B00047,T00047
100354926,1/10/2020,P00049,2,Big Pay,60210,B00047,T00047
100354927,1/10/2020,P00007,2,boost,35133,B00018,T00018
100354928,2/10/2020,P00034,2,grab pay,60212,B00024,T00024
100354929,1/10/2020,P00050,2,MAE,53044,B00049,T00049
